scenario,profile,ingredient_id,ingredient_name,provenance,baseline_g,proposed_g,absolute_drift_g,relative_drift,flexibility_class,locked,main,hard_valid,score,status,material_deviation,consent_required,reason
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,190.00,100.00,1.098901,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,45.00,-5.00,0.098039,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,120.00,100.00,4.761905,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,578.00,678.00,100.00,0.172712,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,140.00,20.00,0.165289,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,578.00,478.00,-100.00,0.172712,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,110.00,-10.00,0.082645,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,49.00,-1.00,0.019608,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,488.00,588.00,100.00,0.204499,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,230.00,50.00,0.276243,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,55.00,5.00,0.098039,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,488.00,468.00,-20.00,0.040900,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,181.00,1.00,0.005525,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,55.00,5.00,0.098039,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,548.00,648.00,100.00,0.182149,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,40.00,20.00,0.952381,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,548.00,498.00,-50.00,0.091075,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,140.00,20.00,0.165289,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,40.00,-10.00,0.196078,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y80_s90_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,528.00,628.00,100.00,0.189036,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,175.00,-5.00,0.027624,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,1.00,-99.00,0.980198,user_flavour_structure,false,false,true,10,proposed,true,true,material_user_intent_deviation_reached_legal_recipe
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,30.00,0.00,0.000000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,528.00,428.00,-100.00,0.189036,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,89.50,-90.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,20.00,-10.00,0.322581,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,588.00,688.00,100.00,0.169779,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,140.00,20.00,0.165289,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,25.00,-5.00,0.161290,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,588.00,538.00,-50.00,0.084890,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,59.50,-60.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,14.50,-15.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,30.00,10.00,0.476190,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s30_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,498.00,598.00,100.00,0.200401,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,180.00,0.00,0.000000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,51.00,1.00,0.019608,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,498.00,598.00,100.00,0.200401,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,180.00,0.00,0.000000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,190.00,100.00,1.098901,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,40.00,-10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,558.00,658.00,100.00,0.178891,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,140.00,20.00,0.165289,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,558.00,658.00,100.00,0.178891,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,140.00,20.00,0.165289,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,50.00,-10.00,0.163934,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,190.00,100.00,1.098901,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,40.00,-10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,120.00,100.00,4.761905,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s60_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,468.00,568.00,100.00,0.213220,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,230.00,50.00,0.276243,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,55.00,5.00,0.098039,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,40.00,20.00,0.952381,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,468.00,469.00,1.00,0.002132,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,180.00,0.00,0.000000,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,40.00,-10.00,0.196078,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
