market,role,owner_status,grams_owner,pi_ing,pi_name_2541,s1_pi,pr_ing,s2_pr,brand,product,pack,ean,s3_identifier,s4_market,s5_source,s6_technical,s7_role_vs_2541,verdict,issues,s9_action,vs_baseline
OM,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Mazoon,Mazoon UHT Full Fat Milk 1 L,1 L,6073000051499,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
OM,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Puck,Puck Whipping Cream UHT,200 ml,5700426230177,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
OM,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
OM,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
OM,DEXTROSE,WYMAGA_GTIN,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Louis François,Dextrose Monohydrate 1kg,1 kg; case 12,,NONE,NOT_RUN,5 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
OM,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,50 g,819543011967,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
PK,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Nestlé Milkpak,Nestlé Milkpak Full Cream UHT Milk 1000ml,"1 L, karton UHT, 4 porcje po250ml",8961008219561,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PK,CREAM,KANDYDAT_WARUNKOWY,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Président,Président Whipping Cream UHT 35.1%,200 ml / 20 cl carton,3155253004699,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PK,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods,Real Food Organic Non-Fat Dry Milk Powder,12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PK,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
PK,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Confectoland,Confectoland Glucose Powder (Dextrose) – Premium Sweetener 250g,250 g; również 1 kg i 25 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
PK,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Eisen-Golden Laboratories,Tara Gum [E417] 100% USP Food Grade Powder,1 oz bottle — indexed title; URL slug incorrectly says1lb in two bottles,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
PA,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Estrella Azul,Estrella Azul D'Oro Leche Entera 946ml,946 ml karton UHT,0088209013366,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PA,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,Emborg Natural Whipping Cream UHT 35.1% 200 ml,200 ml,5701215046375,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PA,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods,NOW Real Food Organic Non-Fat Dry Milk Powder,12 oz / 340 g,733739058324,GTIN-12 (UPC-A),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
PA,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
PA,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Del Caribe (dystrybutor),DEXTROSA MONOHIDRATADA BOLSA 1 Kg,"1 kg, bolsa (worek)",,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
PA,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Tara Gum — Home 50g,50 g (Home pack),819543011967,GTIN-12 (UPC-A),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
ZA,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Clover,Ultra Pasteurised Full Cream Milk 2L,2 L,6001299016158,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
ZA,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Clover,Clover Fresh Cream Ultra Pasteurised,250 ml,6001299012082,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
ZA,SMP,WYMAGA_GTIN,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Clover,Clover Skimmed Milk Powder,worek 25 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
ZA,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
ZA,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,My Whey,Dextrose Monohydrate Powder 1kg,1 kg,6009705443239,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
ZA,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,UNIPEKTIN Ingredients AG,UNIPEKTIN VIDOGUM SP native tara gum E417,Gramatura niepubliczna,,NONE,NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
RO,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Zuzu,"Zuzu lapte de consum integral 3,5% grăsime 1 l","1 l karton, mleko pasteryzowane chłodzone",5941355000688,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
RO,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,MEGGLE Slovakia,Meggle Frișcă lichidă UHT 30%,200 ml carton,8585002501837,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
RO,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Pronat,"Lapte praf bio degresat, 1% grasime","250 g, worek zip",6426309006538,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
RO,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
RO,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Dextroză - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
RO,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,7 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
SG,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,FairPrice,FairPrice UHT Kids Full Cream Packet Milk — Fresh Milk,200 ml carton; retail multipack 6 x 200 ml,8888030300749,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SG,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SG,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,FairPrice,FairPrice Adult Milk Powder - Skim,600 g,8888030307090,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SG,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
SG,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Bakelab,[Bakelab] Dextrose 5kg,5 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
SG,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,,Tara Gum (塔拉胶) - 50g,50 g,,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE;IDENTITY:BRAND_OR_PRODUCT_MISSING,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
SK,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Rajo,"Rajo Mlieko plnotučné UHT 3,5% 1 l",1 l karton UHT z zamknięciem,8585002510037,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SK,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Rajo / MEGGLE Slovakia,Rajo Smotana na šľahanie UHT 30%,250 ml carton,8585002520036,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SK,SMP,WYMAGA_GTIN,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SABI,Sušené mlieko odtučnené,400 g,,NONE,NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
SK,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
SK,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Dextróza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
SK,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Valknut,Guma Tara Valknut / Tara guma Valknut,500 g,,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
SI,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Alpsko mleko,"Alpsko mleko polnomastno 3,5% 1 L",1 L,3838800040578,GTIN-13 (EAN-13),NOT_RUN,5 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SI,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Mu Cuisine,Mu Cuisine Alpska smetana za stepanje 33%,500 ml carton,3838800033754,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SI,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Pomurske mlekarne,Posneto mleko v prahu,400 g,3831040010028,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
SI,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
SI,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Dekstroza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
SI,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
HK,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Oldenburger,Oldenburger UHT Full Cream Milk 3.5% fat — SKU 11067,1 L carton; local distributor case 12 x 1 L,4036300110671,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HK,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,Emborg Natural Whipping Cream,200 ml,5701215046375,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HK,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Devondale,Devondale Instant Skim Milk Powder,1 kg,9300639999005,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HK,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
HK,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,BakingWarehouse (producent nieujawniony),Dextrose powder (Dextrose Monohydrate) 20kg,20 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
HK,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,Tara Gum 50gr. / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LK,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Ambewela,Ambewela Fresh Milk Full Cream UHT Treated 1000 ml,1000 ml carton with cap,4792116211000,GTIN-13 (EAN-13),NOT_RUN,5 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LK,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Puck,Puck Whipping Cream UHT 34% minimum fat,200 ml Tetra Pak,5700426230177,GTIN-13 (EAN-13),NOT_RUN,7 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LK,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods,Real Food Organic Non-Fat Dry Milk Powder,12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LK,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LK,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,,Likemta Dextrose Monohydrate,B2B — opakowanie niepubliczne,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE;IDENTITY:BRAND_OR_PRODUCT_MISSING,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
LK,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Happy Andes,Organic Tara Gum Powder,1 lb /16 oz,653981866129,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
TH,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Meiji,Meiji Pasteurized Fresh Milk,200 ml bottle,8850329120116,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
TH,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
TH,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods / Real Food,NOW Foods Real Food Organic Non-Fat Dry Milk Powder,340 g (12 oz),0733739058324,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
TH,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
TH,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Chemipan,Dextrose Monohydrate 1kg,1 kg,2055040011118,RCN_STORE_INTERNAL (not globally unique),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:RCN_STORE_INTERNAL (not globally unique),"REPORT_BACK_TO_OWNER (no substitution, D-26)",
TH,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Chemipan,Tara Gum (China) 25g. A M,25 g,2033200071103,RCN_STORE_INTERNAL (not globally unique),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:RCN_STORE_INTERNAL (not globally unique),"REPORT_BACK_TO_OWNER (no substitution, D-26)",
TW,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Hokkaido Hidaka,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,200 ml carton; retailer case 24 cartons,4955447100416,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
TW,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Oldenburger,Oldenburger Whipping Cream 35% fat UHT (Shani),200 g (PX Mart lists 200 ml),4036300003249,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
TW,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,KLIM / 克寧,克寧100%純脫脂奶粉 (KLIM 100% Pure Skimmed Milk Powder),750 g,4711257007419,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
