market,role,owner_status,grams_owner,pi_ing,pi_name_2541,s1_pi,pr_ing,s2_pr,brand,product,pack,ean,s3_identifier,s4_market,s5_source,s6_technical,s7_role_vs_2541,verdict,issues,s9_action,vs_baseline
AR,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Milkaut,Milkaut Profesional Crema de Leche 39%,"5 l, sachet",7794820901670,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
AR,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,La Serenísima,La Serenísima Leche en Polvo Liviana / Descremada Instantánea 400 g,400 g,7790742436405,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
AR,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
AR,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Bioenzim,Dextrosa Monohidratada x 1kg,1 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
AR,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Química Palumbo,Goma Tara Grado Alimenticio Calidad Premium,Gramatura niepubliczna,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
BH,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Arla,Organic Milk Full Fat 200ml,200 ml,5711953072352,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BH,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Puck,Puck Whipping Cream UHT,200 ml,5700426230177,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BH,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Régilait,Régilait Instant Skimmed Milk Powder 0% Fat,puszka 700 g,3043931692415,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BH,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BH,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Unspecified manufacturer,Dextrose Monohydrate – food applications,B2B — opakowanie niepubliczne,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
BH,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,50 g,819543011967,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BD,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Harvey Fresh,Harvey Fresh Full Cream Longlife Milk 1L,"1 L, karton UHT",9311697100173,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BD,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,Emborg Natural Whipping Cream UHT 35.1% 1 L,1 L,5701215046399,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BD,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods,Real Food Organic Non-Fat Dry Milk Powder,12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BD,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BD,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Unicorn,Unicorn Dextrose Monohydrate Food Grade,50 kg HDPE bag; minimum order 100 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
BD,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Tara Gum — Home 50g,50 g (manufacturer Home pack; Ubuy title also calls it 2 oz),819543011967,GTIN-12 (UPC-A),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BR,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Piracanjuba,Piracanjuba Leite Integral UHT 1 L,1 L,7898215151708,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BR,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Piracanjuba,Piracanjuba Seleção Creme de Leite Gourmet 30%,"200 g, karton",7898215151975,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BR,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Nestlé Molico,Molico Desnatado Leite em Pó,280 g,7891000101506,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BR,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BR,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Allimentari,Dextrose Monohidratada,1 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
BR,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Allimentari,Goma Tara INS 417 — 1 kg,1 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
BG,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Président,"Président UHT 3,5% / 3,6% 1 L",1 L,3228022980095,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BG,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Madeta,Madeta Jihočeská smetana UHT 31%,250 ml carton,8593803253053,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BG,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Bioset,"Сухо обезмаслено мляко 1,5%",50 g,3800081460239,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
BG,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
BG,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Декстроза - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
BG,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CL,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,COLUN,"COLUN Leche Entera Natural 3,1% 1 L",1 L,7802920777542,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CL,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Soprole,Soprole Crema para Batir Larga Vida 35%,"1 l, karton UHT",7802900107017,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CL,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,COLUN,Colun Leche Descremada en Polvo,800 g,7802920009865,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CL,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CL,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SanoAlimentos,Dextrosa Monohidratada,1 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CL,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Nutrigood,Goma Tara 100 Grs,100 g,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CN,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Oldenburger,Oldenburger UHT Full Cream Milk 3.5% fat — Chinese label SKU 14642,1 L carton; sold on JD as 12 x 1 L,4036300069450,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CN,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Oldenburger,Oldenburger Whipping Cream 30% fat UHT,200 g,4036300066749,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CN,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Devondale,Devondale Instant Skim Milk Powder (德运脱脂奶粉),1 kg,9300639999005,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CN,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CN,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,TNJ Chemical,Dextrose monohydrate food grade,25 kg papierowy worek,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CN,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,大丰收 (Dafengshou),"他拉胶 / 刺云实胶 / 塔拉胶 (Tara gum), food grade",25 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
HR,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Alpsko / Ljubljanske mlekarne,"Alpsko trajno mlijeko 3,5% m.m. 1 l",1 l karton UHT,3838800040578,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HR,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Brzo & Fino,Dukat Brzo & Fino Vrhnje za šlag 33%,500 g carton,3850354001348,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HR,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Dukat,Obrano mlijeko u prahu 1% m.m.,1 kg,3850355001132,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
HR,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
HR,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Dekstroza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
HR,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CY,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,MEGGLE,"MEGGLE UHT Whole Milk 3,5% 1 L",1 L,8585002504432,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CY,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Charalambides Christis,Charalambides Christis Dairy Whipping Cream 35% 500 ml,500 ml,5290036002436,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CY,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Régilait,Instant Skimmed Milk Powder With 0% Fat,puszka 300 g,3043939531112,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CY,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CY,DEXTROSE,WYMAGA_GTIN,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Prozis,Prozis Dextrose900g (3-pack),3×900 g,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CY,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CZ,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Madeta,Madeta Jihočeské mléko trvanlivé plnotučné 3.5% 1L,1 L karton UHT,8593803224015,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CZ,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,MEGGLE Slovakia,Meggle Smetana ke šlehání 30%,250 ml carton,8585002520043,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CZ,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,ALMECO,Sušené odtučněné mléko ALMECO,150 g,8369921447533,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CZ,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CZ,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,GymBeam,"Dextróza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
CZ,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Valknut,Guma Tara Valknut / Tara guma Valknut,500 g,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
DO,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Milex,Milex Leche UHT Entera 1 L,1 L,4100290023195,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
DO,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Elle & Vire,Elle & Vire Crème Liquide Whipping Cream UHT 35% 200 ml,200 ml carton,30028777,GTIN-8,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
DO,SMP,WYMAGA_ETYKIETY,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Milex,Milex Polvo Descremada Slim,torebka 800 g,,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
DO,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
DO,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Multiquimica (dystrybutor),Dextrosa Monohidratada,"25 kg, funda (worek)",,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
DO,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Tara Gum — Home 50g,50 g (Home pack),819543011967,GTIN-12 (UPC-A),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
EG,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Juhayna,"Juhayna Full Cream Milk UHT 3,0% 1 L",1 L,6223000350065,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
EG,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Elle & Vire,Elle & Vire Professionnel Excellence Whipping Cream UHT 35%,1 L brik (989 g net per official technical sheet),3161911703385,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
EG,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
EG,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
EG,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Peak Supps,Dextrose Powder 100% Pure 250g,250 g,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
